Customer_ID,snapshot_date,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,loan_id,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance
CUS_0x5602,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,133.0,-18.0,102.0,90.0,41.0,65.0,247.0,283.0,246.0,127.0,-2.0,28.0,217.0,90.0,213.0,85.0,180.0,144.0,-13.0,55.0,,,,,,,,,
CUS_0x5640,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x5640_2024_08_01,2024-08-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x5641,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x5641_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x5698,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,21.0,88.0,118.0,253.0,79.0,150.0,241.0,171.0,177.0,208.0,307.0,88.0,165.0,-16.0,171.0,39.0,179.0,17.0,27.0,165.0,,,,,,,,,
CUS_0x56d3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,176.0,-8.0,37.0,8.0,84.0,44.0,94.0,108.0,-183.0,98.0,55.0,188.0,93.0,63.0,66.0,71.0,151.0,-83.0,221.0,,,,,,,,,
CUS_0x5707,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,242.0,66.0,221.0,-21.0,116.0,173.0,118.0,209.0,190.0,64.0,195.0,110.0,-44.0,39.0,231.0,119.0,22.0,196.0,192.0,-40.0,,,,,,,,,
CUS_0x5794,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,87.0,38.0,88.0,18.0,182.0,132.0,120.0,205.0,270.0,103.0,33.0,140.0,244.0,24.0,3.0,-62.0,252.0,198.0,170.0,-50.0,,,,,,,,,
CUS_0x57a,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,145.0,200.0,-52.0,107.0,132.0,159.0,96.0,245.0,92.0,93.0,46.0,-60.0,226.0,51.0,21.0,226.0,288.0,129.0,151.0,,,,,,,,,
CUS_0x57e8,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,84.0,163.0,100.0,300.0,44.0,90.0,250.0,114.0,28.0,72.0,87.0,174.0,-64.0,204.0,-8.0,-9.0,87.0,186.0,117.0,-50.0,,,,,,,,,
CUS_0x57f3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,21.0,122.0,45.0,36.0,151.0,61.0,87.0,185.0,234.0,155.0,114.0,195.0,20.0,164.0,234.0,75.0,18.0,61.0,125.0,208.0,,,,,,,,,
CUS_0x582f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-24.0,57.0,84.0,175.0,158.0,-48.0,-48.0,27.0,48.0,118.0,30.0,145.0,27.0,172.0,65.0,-43.0,49.0,37.0,73.0,181.0,,,,,,,,,
CUS_0x584e,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x584e_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x5877,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,100.0,80.0,-103.0,66.0,15.0,104.0,266.0,182.0,156.0,219.0,122.0,114.0,-21.0,45.0,-37.0,236.0,253.0,46.0,9.0,306.0,,,,,,,,,
CUS_0x589f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,223.0,133.0,49.0,229.0,-50.0,76.0,36.0,-109.0,0.0,-17.0,209.0,217.0,136.0,-4.0,144.0,53.0,3.0,83.0,116.0,91.0,CUS_0x589f_2024_02_01,2024-02-01,10.0,10.0,10000.0,1000.0,1000.0,0.0,0.0
CUS_0x58ed,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x58ed_2024_11_01,2024-11-01,10.0,1.0,10000.0,1000.0,1000.0,0.0,9000.0
CUS_0x58f4,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x58f4_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,0.0,1000.0,6000.0
CUS_0x5975,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,284.0,188.0,-2.0,134.0,-23.0,-8.0,188.0,52.0,206.0,-6.0,141.0,91.0,101.0,-36.0,227.0,124.0,42.0,174.0,101.0,18.0,,,,,,,,,
CUS_0x5978,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,171.0,272.0,276.0,155.0,66.0,-6.0,16.0,157.0,374.0,59.0,-29.0,-5.0,-83.0,32.0,54.0,150.0,199.0,4.0,146.0,50.0,CUS_0x5978_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,0.0,4000.0,6000.0
CUS_0x598f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,158.0,181.0,231.0,-20.0,134.0,160.0,157.0,144.0,24.0,158.0,-83.0,-102.0,31.0,244.0,28.0,80.0,74.0,168.0,202.0,164.0,,,,,,,,,
CUS_0x5a2,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,81.0,-23.0,323.0,228.0,50.0,95.0,108.0,25.0,-4.0,153.0,292.0,48.0,284.0,134.0,-1.0,245.0,40.0,156.0,189.0,60.0,CUS_0x5a2_2024_06_01,2024-06-01,10.0,6.0,10000.0,1000.0,0.0,5000.0,9000.0
CUS_0x5a3d,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,150.0,184.0,127.0,-112.0,81.0,54.0,130.0,198.0,125.0,115.0,70.0,110.0,27.0,261.0,5.0,2.0,238.0,45.0,230.0,143.0,,,,,,,,,
CUS_0x5a8b,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,92.0,24.0,193.0,153.0,124.0,137.0,72.0,49.0,223.0,12.0,-148.0,30.0,2.0,-296.0,-72.0,45.0,182.0,153.0,57.0,66.0,CUS_0x5a8b_2024_02_01,2024-02-01,10.0,10.0,10000.0,1000.0,0.0,9000.0,9000.0
CUS_0x5afd,2024-12-01,Jedw,4120,163-05-8880,Musician,128275.84,10390.653333333334,8.0,6.0,17.0,0,,7.0,16,2.87,3.0,Standard,1171.85,29.096539418587646,16 Years and 9 Months,No,0.0,210.26885958417745,High_spent_Medium_value_payments,1078.7964737491561,,,,,,,,,,,,,,,,,,,,,CUS_0x5afd_2024_12_01,2024-12-01,10.0,0.0,10000.0,0.0,0.0,0.0,10000.0
CUS_0x5b0a,2024-12-01,Andreat,25,418-00-4952,_______,21524.21,1720.684166666667,8.0,7.0,17.0,2,"Personal Loan, and Payday Loan",27.0,9,18.83,7.0,Standard,16.45,37.84896012378691,28 Years and 10 Months,Yes,35.05141446445337,221.8589360665808,Low_spent_Small_value_payments,205.1580661356325,,,,,,,,,,,,,,,,,,,,,CUS_0x5b0a_2024_12_01,2024-12-01,10.0,0.0,10000.0,0.0,0.0,0.0,10000.0
CUS_0x5bd3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,164.0,124.0,74.0,150.0,151.0,19.0,240.0,138.0,87.0,-33.0,16.0,80.0,186.0,292.0,6.0,-142.0,26.0,233.0,264.0,CUS_0x5bd3_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x5bff,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,133.0,90.0,34.0,186.0,20.0,-85.0,142.0,98.0,157.0,282.0,87.0,152.0,38.0,113.0,45.0,166.0,246.0,-5.0,-71.0,218.0,,,,,,,,,
CUS_0x5c0f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,226.0,174.0,213.0,226.0,72.0,222.0,177.0,57.0,190.0,-17.0,45.0,102.0,125.0,-70.0,48.0,-131.0,280.0,124.0,272.0,144.0,CUS_0x5c0f_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,0.0,5000.0,7000.0
CUS_0x5ccb,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-27.0,167.0,79.0,93.0,205.0,19.0,78.0,164.0,298.0,-14.0,96.0,190.0,35.0,-20.0,147.0,56.0,-89.0,-52.0,137.0,176.0,,,,,,,,,
CUS_0x5d24,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,213.0,42.0,110.0,-15.0,45.0,153.0,171.0,181.0,44.0,179.0,-74.0,-121.0,85.0,116.0,133.0,222.0,187.0,153.0,46.0,66.0,,,,,,,,,
CUS_0x5d34,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-144.0,12.0,122.0,63.0,184.0,-36.0,126.0,97.0,195.0,156.0,339.0,111.0,11.0,133.0,225.0,332.0,106.0,239.0,29.0,24.0,CUS_0x5d34_2024_06_01,2024-06-01,10.0,6.0,10000.0,1000.0,1000.0,0.0,4000.0
CUS_0x5d7c,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,240.0,105.0,155.0,93.0,133.0,55.0,25.0,89.0,236.0,-90.0,-73.0,148.0,270.0,65.0,205.0,3.0,39.0,181.0,143.0,,,,,,,,,
CUS_0x5e06,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,39.0,-2.0,179.0,251.0,117.0,185.0,157.0,159.0,272.0,168.0,172.0,-145.0,2.0,146.0,176.0,140.0,47.0,49.0,345.0,245.0,,,,,,,,,
CUS_0x5e43,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,158.0,-30.0,-45.0,30.0,219.0,-14.0,43.0,106.0,240.0,105.0,152.0,92.0,214.0,42.0,-15.0,148.0,56.0,208.0,209.0,185.0,,,,,,,,,
CUS_0x5e84,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-57.0,149.0,206.0,135.0,46.0,138.0,151.0,257.0,69.0,269.0,129.0,33.0,66.0,244.0,50.0,238.0,-62.0,38.0,49.0,CUS_0x5e84_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,0.0,8000.0,9000.0
CUS_0x5ef3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,43.0,173.0,-54.0,217.0,45.0,254.0,144.0,164.0,330.0,139.0,43.0,78.0,-24.0,14.0,86.0,34.0,-16.0,98.0,-70.0,14.0,,,,,,,,,
CUS_0x5f61,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,213.0,214.0,169.0,109.0,213.0,60.0,244.0,103.0,13.0,139.0,44.0,93.0,41.0,139.0,59.0,117.0,144.0,76.0,24.0,27.0,CUS_0x5f61_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x5fcd,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-23.0,81.0,163.0,111.0,29.0,181.0,133.0,150.0,69.0,-10.0,175.0,132.0,46.0,259.0,97.0,90.0,-5.0,3.0,156.0,152.0,,,,,,,,,
CUS_0x5ffc,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-31.0,224.0,11.0,-63.0,137.0,237.0,77.0,201.0,126.0,186.0,-51.0,74.0,-76.0,62.0,262.0,-75.0,182.0,82.0,295.0,194.0,CUS_0x5ffc_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,1000.0,0.0,2000.0
CUS_0x6075,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6075_2024_08_01,2024-08-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x60d5,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,131.0,46.0,168.0,-23.0,108.0,38.0,40.0,112.0,231.0,23.0,36.0,203.0,376.0,70.0,-22.0,55.0,166.0,90.0,78.0,-29.0,CUS_0x60d5_2024_02_01,2024-02-01,10.0,10.0,10000.0,1000.0,1000.0,0.0,0.0
CUS_0x60f5,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,117.0,134.0,240.0,178.0,170.0,181.0,-31.0,124.0,162.0,48.0,-30.0,83.0,224.0,164.0,35.0,195.0,-13.0,107.0,61.0,199.0,,,,,,,,,
CUS_0x612b,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,174.0,33.0,50.0,-103.0,142.0,58.0,38.0,-112.0,10.0,-66.0,211.0,270.0,217.0,36.0,-83.0,92.0,180.0,89.0,49.0,224.0,,,,,,,,,
CUS_0x615a,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,139.0,193.0,118.0,-16.0,210.0,11.0,198.0,319.0,218.0,51.0,84.0,207.0,206.0,185.0,149.0,164.0,68.0,-19.0,321.0,154.0,CUS_0x615a_2024_06_01,2024-06-01,10.0,6.0,10000.0,1000.0,1000.0,0.0,4000.0
CUS_0x6172,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,56.0,36.0,285.0,63.0,98.0,293.0,69.0,70.0,-20.0,63.0,221.0,7.0,-56.0,116.0,274.0,29.0,-195.0,219.0,-7.0,20.0,,,,,,,,,
CUS_0x6176,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6176_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,0.0,3000.0,8000.0
CUS_0x6187,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-30.0,-36.0,102.0,33.0,214.0,-167.0,218.0,186.0,328.0,130.0,68.0,119.0,-30.0,101.0,128.0,142.0,32.0,54.0,227.0,36.0,CUS_0x6187_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x61c6,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x61c6_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x6235,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,215.0,109.0,62.0,-11.0,136.0,299.0,-36.0,51.0,-13.0,186.0,-21.0,322.0,209.0,76.0,2.0,87.0,246.0,131.0,202.0,83.0,,,,,,,,,
CUS_0x626a,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x626a_2024_09_01,2024-09-01,10.0,3.0,10000.0,1000.0,1000.0,0.0,7000.0
CUS_0x6275,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6275_2024_07_01,2024-07-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x628d,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x628d_2024_10_01,2024-10-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x62f4,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-98.0,231.0,146.0,167.0,40.0,230.0,49.0,117.0,-2.0,-40.0,61.0,102.0,223.0,126.0,205.0,75.0,68.0,261.0,272.0,-26.0,CUS_0x62f4_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,1000.0,0.0,2000.0
CUS_0x6322,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,124.0,227.0,42.0,42.0,59.0,109.0,90.0,170.0,269.0,28.0,-37.0,185.0,-58.0,64.0,23.0,217.0,83.0,204.0,114.0,-85.0,,,,,,,,,
CUS_0x6336,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,83.0,211.0,138.0,242.0,190.0,91.0,117.0,111.0,16.0,61.0,80.0,112.0,223.0,234.0,13.0,219.0,-37.0,143.0,12.0,33.0,,,,,,,,,
CUS_0x6339,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6339_2024_08_01,2024-08-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x6346,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,84.0,192.0,147.0,82.0,189.0,98.0,253.0,284.0,147.0,141.0,0.0,41.0,-23.0,120.0,63.0,181.0,148.0,246.0,28.0,-208.0,CUS_0x6346_2024_06_01,2024-06-01,10.0,6.0,10000.0,1000.0,1000.0,0.0,4000.0
CUS_0x6400,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,241.0,325.0,172.0,179.0,206.0,107.0,150.0,157.0,104.0,262.0,56.0,88.0,23.0,217.0,-20.0,145.0,37.0,1.0,-42.0,135.0,,,,,,,,,
CUS_0x6410,2024-12-01,Rick Rothackerx,26,876-38-2936,Writer,59390.4,4948.2,9.0,5.0,29.0,5,"Not Specified, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,23,7.039999999999999,14.0,_,4363.44,37.64835415200759,9 Years and 11 Months,Yes,204.80544004507567,124.96413442966444,High_spent_Large_value_payments,405.05042552525987,,,,,,,,,,,,,,,,,,,,,CUS_0x6410_2024_12_01,2024-12-01,10.0,0.0,10000.0,0.0,0.0,0.0,10000.0
CUS_0x6484,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6484_2024_09_01,2024-09-01,10.0,3.0,10000.0,1000.0,1000.0,0.0,7000.0
CUS_0x64b8,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,141.0,131.0,-35.0,88.0,160.0,-11.0,151.0,134.0,72.0,36.0,166.0,43.0,176.0,93.0,323.0,162.0,-50.0,198.0,-8.0,84.0,,,,,,,,,
CUS_0x6525,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,77.0,93.0,103.0,-139.0,127.0,140.0,76.0,296.0,-2.0,53.0,-10.0,22.0,-10.0,44.0,43.0,62.0,-15.0,109.0,37.0,121.0,CUS_0x6525_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,0.0,5000.0,7000.0
CUS_0x6582,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,75.0,105.0,312.0,126.0,255.0,245.0,130.0,64.0,63.0,-47.0,82.0,186.0,150.0,295.0,252.0,-56.0,193.0,-1.0,93.0,71.0,,,,,,,,,
CUS_0x65ae,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,65.0,182.0,180.0,114.0,133.0,41.0,195.0,-59.0,16.0,120.0,84.0,170.0,219.0,94.0,83.0,79.0,80.0,23.0,299.0,161.0,,,,,,,,,
CUS_0x660d,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x660d_2024_10_01,2024-10-01,10.0,2.0,10000.0,1000.0,0.0,1000.0,9000.0
CUS_0x663,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,87.0,54.0,74.0,69.0,13.0,42.0,253.0,181.0,-184.0,117.0,1.0,26.0,202.0,-79.0,48.0,3.0,149.0,155.0,14.0,-39.0,,,,,,,,,
CUS_0x667a,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,96.0,84.0,67.0,41.0,0.0,150.0,16.0,-9.0,101.0,214.0,86.0,147.0,-47.0,-122.0,275.0,119.0,85.0,16.0,223.0,130.0,CUS_0x667a_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,0.0,6000.0,8000.0
CUS_0x6683,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,19.0,-5.0,54.0,111.0,67.0,146.0,-23.0,154.0,136.0,101.0,212.0,104.0,134.0,36.0,143.0,1.0,190.0,33.0,4.0,235.0,,,,,,,,,
CUS_0x66bc,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x66bc_2024_09_01,2024-09-01,10.0,3.0,10000.0,1000.0,0.0,1000.0,8000.0
CUS_0x66c7,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-154.0,138.0,178.0,105.0,9.0,81.0,236.0,2.0,145.0,135.0,165.0,-35.0,34.0,103.0,36.0,165.0,171.0,97.0,86.0,269.0,,,,,,,,,
CUS_0x6749,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,69.0,204.0,34.0,85.0,362.0,117.0,41.0,-14.0,-49.0,91.0,104.0,43.0,15.0,-16.0,27.0,194.0,188.0,259.0,81.0,,,,,,,,,
CUS_0x67a4,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,296.0,72.0,-27.0,231.0,124.0,175.0,-8.0,104.0,22.0,276.0,21.0,124.0,59.0,34.0,87.0,-98.0,179.0,90.0,64.0,191.0,,,,,,,,,
CUS_0x67e,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,116.0,-5.0,-10.0,142.0,106.0,75.0,-17.0,155.0,91.0,231.0,-109.0,221.0,170.0,117.0,34.0,131.0,137.0,192.0,75.0,86.0,,,,,,,,,
CUS_0x67f9,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-69.0,72.0,329.0,132.0,-13.0,6.0,112.0,25.0,230.0,176.0,226.0,126.0,-27.0,138.0,-94.0,3.0,47.0,182.0,225.0,,,,,,,,,
CUS_0x683,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,78.0,118.0,-54.0,135.0,236.0,35.0,138.0,138.0,125.0,134.0,116.0,225.0,-19.0,141.0,-11.0,85.0,242.0,163.0,68.0,180.0,CUS_0x683_2024_06_01,2024-06-01,10.0,6.0,10000.0,1000.0,1000.0,0.0,4000.0
CUS_0x6831,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,379.0,106.0,158.0,-138.0,-19.0,130.0,20.0,-120.0,0.0,235.0,203.0,81.0,118.0,283.0,268.0,13.0,88.0,59.0,217.0,171.0,CUS_0x6831_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,0.0,6000.0,7000.0
CUS_0x696,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-1.0,287.0,-67.0,37.0,62.0,172.0,80.0,130.0,130.0,-84.0,213.0,27.0,-3.0,-37.0,-38.0,25.0,74.0,132.0,35.0,CUS_0x696_2024_04_01,2024-04-01,10.0,8.0,10000.0,1000.0,1000.0,0.0,2000.0
CUS_0x6a33,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,48.0,130.0,6.0,58.0,105.0,30.0,136.0,182.0,46.0,62.0,118.0,-19.0,-16.0,68.0,180.0,75.0,63.0,-82.0,-132.0,60.0,CUS_0x6a33_2024_05_01,2024-05-01,10.0,7.0,10000.0,1000.0,0.0,4000.0,7000.0
CUS_0x6a5f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,289.0,232.0,74.0,16.0,77.0,116.0,20.0,93.0,179.0,98.0,234.0,215.0,60.0,120.0,22.0,57.0,62.0,133.0,113.0,209.0,,,,,,,,,
CUS_0x6a6f,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6a6f_2024_10_01,2024-10-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x6a9e,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,9.0,310.0,239.0,-29.0,-56.0,44.0,195.0,129.0,1.0,-3.0,88.0,34.0,195.0,85.0,2.0,126.0,283.0,101.0,219.0,36.0,CUS_0x6a9e_2024_03_01,2024-03-01,10.0,9.0,10000.0,1000.0,0.0,6000.0,7000.0
CUS_0x6ab3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,16.0,212.0,51.0,9.0,70.0,124.0,117.0,38.0,-83.0,158.0,91.0,82.0,119.0,15.0,137.0,212.0,160.0,257.0,66.0,101.0,,,,,,,,,
CUS_0x6b2,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6b2_2024_10_01,2024-10-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x6b4d,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,213.0,196.0,193.0,160.0,247.0,96.0,-45.0,275.0,200.0,324.0,42.0,155.0,124.0,159.0,116.0,204.0,-77.0,235.0,62.0,CUS_0x6b4d_2024_02_01,2024-02-01,10.0,10.0,10000.0,1000.0,0.0,9000.0,9000.0
CUS_0x6b6,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6b6_2024_09_01,2024-09-01,10.0,3.0,10000.0,1000.0,1000.0,0.0,7000.0
CUS_0x6bbe,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,-113.0,93.0,168.0,246.0,107.0,93.0,170.0,150.0,121.0,258.0,184.0,66.0,174.0,-107.0,237.0,166.0,-120.0,69.0,7.0,332.0,,,,,,,,,
CUS_0x6c24,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,222.0,173.0,80.0,-23.0,289.0,57.0,-37.0,210.0,110.0,141.0,175.0,94.0,165.0,166.0,158.0,95.0,45.0,193.0,27.0,-75.0,CUS_0x6c24_2024_05_01,2024-05-01,10.0,7.0,10000.0,1000.0,0.0,4000.0,7000.0
CUS_0x6c2e,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6c2e_2024_10_01,2024-10-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x6cc3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,144.0,57.0,247.0,164.0,182.0,57.0,129.0,2.0,-2.0,108.0,147.0,-2.0,204.0,247.0,95.0,-36.0,62.0,85.0,58.0,284.0,CUS_0x6cc3_2024_05_01,2024-05-01,10.0,7.0,10000.0,1000.0,0.0,6000.0,9000.0
CUS_0x6d15,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,65.0,27.0,60.0,77.0,188.0,52.0,82.0,114.0,165.0,206.0,211.0,24.0,117.0,-37.0,70.0,118.0,46.0,212.0,-17.0,66.0,,,,,,,,,
CUS_0x6d37,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6d37_2024_09_01,2024-09-01,10.0,3.0,10000.0,1000.0,1000.0,0.0,7000.0
CUS_0x6dc3,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x6dc3_2024_08_01,2024-08-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x6e23,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,90.0,82.0,223.0,47.0,104.0,94.0,104.0,66.0,52.0,-110.0,120.0,101.0,37.0,63.0,130.0,-52.0,-55.0,160.0,270.0,157.0,,,,,,,,,
CUS_0x6e8,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,15.0,-33.0,64.0,15.0,-33.0,211.0,96.0,27.0,66.0,163.0,79.0,100.0,0.0,-1.0,80.0,174.0,158.0,73.0,51.0,252.0,,,,,,,,,
